Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,Class
72779,1065.022,361.2907741,258.664936,1.396752029,0.698154946,74246,304.4094296,0.729153517,0.98024136,0.806303955,0.842560761,0.004964217,0.001543247,0.709908636,0.991566328,0
67136,1025.963,403.1741023,213.0299277,1.892570244,0.849006767,68108,292.3699883,0.744540928,0.985728549,0.801497051,0.725170557,0.006005334,0.001024419,0.525872337,0.995250337,0
45200,873.211,357.1308499,162.8601044,2.19286885,0.88996767,45850,239.8967016,0.751279835,0.985823337,0.74492046,0.671733348,0.007901125,0.00099233,0.451225691,0.989478763,2
62169,1006.857,350.4064815,226.2702692,1.548619192,0.763560292,63136,281.3468131,0.746075749,0.984683857,0.770633986,0.802915551,0.005636354,0.001444966,0.644673382,0.998353572,0
42024,734.883,250.7946761,213.5640184,1.174330198,0.524274617,42312,231.3149771,0.788738739,0.99319342,0.97784687,0.9223281,0.005967892,0.00266405,0.850689124,0.998989928,3
46428,872.732,365.9856889,161.9556522,2.259789542,0.896759087,46913,243.1336373,0.808286908,0.989661714,0.765998712,0.664325531,0.007882866,0.000947082,0.441328412,0.997309329,2
44564,761.869,267.5093662,212.5174328,1.25876434,0.607355885,44905,238.2029535,0.759234019,0.992406191,0.964791401,0.890447153,0.006002813,0.002327915,0.792896133,0.998069377,3
41781,737.016,257.8640068,206.6063767,1.248093166,0.598366881,42107,230.6452285,0.772391992,0.992257819,0.966573451,0.894445221,0.006171801,0.002436726,0.800032253,0.998514787,3
81676,1102.785,427.1439931,245.5083275,1.739835049,0.81831702,83192,322.479632,0.752579979,0.981777094,0.843961478,0.75496703,0.005229737,0.001048025,0.569975217,0.99166286,1
76760,1060.544,391.2416311,251.1584629,1.557748151,0.76674458,77743,312.6241633,0.744628219,0.987355775,0.857605283,0.799056487,0.005096947,0.00128174,0.638491269,0.994608594,0
72924,1041.775,389.4012176,238.9101238,1.629906725,0.789669826,73829,304.7125212,0.725467569,0.987741944,0.844369396,0.782515584,0.005339823,0.001235033,0.612330639,0.998041827,0
39649,791.745,308.2641445,165.5534903,1.862021416,0.843549934,40470,224.683499,0.683674173,0.979713368,0.794824862,0.728866795,0.007774828,0.001353515,0.531246805,0.989192928,2
37761,698.336,236.5589109,203.4651127,1.162650971,0.51011981,38115,219.2687813,0.781493822,0.990712318,0.973026098,0.926909836,0.006264636,0.002852499,0.859161844,0.998905352,3
61455,983.084,400.6368458,196.134244,2.04266648,0.871971758,62113,279.7265383,0.60793566,0.989406404,0.79907185,0.698204724,0.00651919,0.000955663,0.487489836,0.995779148,2
36594,688.123,235.7260542,197.8406551,1.191494509,0.543696217,36890,215.8539504,0.763138138,0.991976145,0.971152874,0.915698314,0.006441659,0.002793747,0.838503402,0.9990722,3
75149,1140.415,380.6775231,253.4433108,1.502022373,0.746157879,76757,309.3261685,0.712447857,0.979050771,0.726118042,0.812567461,0.005065637,0.001362233,0.660265879,0.991734123,0
45887,839.116,339.7362095,173.0062586,1.963722077,0.860626311,46394,241.7129351,0.624567851,0.989071863,0.818946488,0.711472396,0.007403757,0.001170211,0.506192971,0.994022312,2
37424,695.317,238.5826817,199.8395309,1.193871306,0.546266826,37686,218.2881507,0.781343299,0.993047816,0.97273462,0.914937116,0.006375125,0.00275571,0.837109926,0.99940152,3
65902,1011.416,348.5030164,241.2555957,1.444538583,0.721645707,66877,289.6705585,0.747035752,0.985420997,0.809559586,0.831185226,0.005288201,0.001556965,0.69086888,0.997986753,0
37776,700.671,246.1757026,196.0336313,1.255783005,0.604880942,38029,219.3123276,0.735514019,0.993347182,0.966935595,0.890877228,0.006516722,0.002532097,0.793662236,0.996667547,3
35932,688.727,242.4962302,188.7911616,1.28446813,0.627604469,36273,213.8925976,0.742780362,0.990599068,0.951912517,0.882045042,0.006748754,0.002519802,0.778003456,0.999320645,3
34722,670.391,227.2593515,194.7318627,1.167037322,0.515531503,34999,210.2603707,0.790375817,0.992085488,0.970863662,0.925200082,0.006545111,0.002958281,0.855995192,0.998978336,3
57469,944.771,366.9991984,201.680586,1.819705137,0.835467682,58482,270.5028713,0.651842022,0.982678431,0.809078007,0.737066654,0.006386038,0.001162621,0.543267253,0.988586211,2
100725,1223.39,484.269337,266.4382995,1.817566535,0.835042011,101676,358.1159772,0.74803939,0.99064676,0.845701864,0.739497527,0.004807837,0.000886903,0.546856593,0.993948243,1
83242,1136.826,401.0345748,265.7398989,1.509124435,0.748941712,84536,325.5564562,0.705590167,0.984692912,0.80940219,0.811791493,0.004817695,0.001290616,0.659005428,0.994521194,0
70122,1023.764,396.4554433,227.3557115,1.743767248,0.81922584,71191,298.80111,0.727799228,0.984984057,0.840745305,0.753681442,0.005653795,0.001125307,0.568035715,0.990522076,1
73978,1043.225,352.3956689,268.4079885,1.312910509,0.647969203,75082,306.9066878,0.731839541,0.985296076,0.854193924,0.870915039,0.00476352,0.001690483,0.758493006,0.995833438,0
65610,1081.364,342.2177385,246.0475649,1.390860091,0.695031199,68005,289.0281068,0.690043226,0.964782001,0.705076252,0.844573715,0.005215939,0.001637052,0.713304761,0.992107124,0
37574,712.47,253.4993159,188.9044447,1.341944686,0.666855337,38001,218.7251761,0.748113489,0.988763454,0.93017386,0.862823536,0.006746668,0.002306519,0.744464454,0.999030119,3
72026,1090.037,402.3616319,229.4060673,1.753927595,0.821541332,73422,302.8305656,0.808545032,0.980986625,0.761757399,0.75263281,0.005586339,0.001105706,0.566456146,0.993523066,0
66700,993.616,373.6598729,229.8306467,1.625805254,0.788464849,67836,291.4190756,0.795809769,0.98325373,0.848982123,0.779904659,0.005602097,0.001278487,0.608251276,0.988898121,1
59664,982.497,410.2849482,185.6243139,2.210297453,0.891801038,60327,275.6203262,0.623898108,0.989009896,0.776711551,0.671777815,0.006876591,0.000863884,0.451285433,0.997475043,2
43616,752.431,262.5572705,211.7062083,1.240196368,0.591474202,43970,235.6557149,0.788259958,0.991949056,0.968104721,0.897540238,0.006019747,0.002409759,0.805578478,0.999075502,3
71161,1037.077,407.7629739,223.7249901,1.822608076,0.836042748,72221,301.0066432,0.781868723,0.985322829,0.83143806,0.738190229,0.005730147,0.001049588,0.544924815,0.993184368,1
43655,762.04,259.5877232,214.2979241,1.211340354,0.564355583,44077,235.7610492,0.782235522,0.990425846,0.944687828,0.908213402,0.005946346,0.002495638,0.824851583,0.999176009,3
32258,654.808,220.8040301,186.2777558,1.185348348,0.536918908,32612,202.6626784,0.775805676,0.9891451,0.945408164,0.917839581,0.006844939,0.002996515,0.842429496,0.998572412,3
34060,662.146,220.4383774,196.882203,1.119646032,0.449779934,34367,208.2463418,0.789083496,0.991067012,0.976218398,0.944691865,0.00647206,0.003179677,0.892442719,0.99921995,3
48797,879.911,368.4560319,169.1747737,2.177960837,0.888361299,49261,249.2594433,0.800160698,0.990580784,0.792000568,0.676497117,0.007550793,0.00097552,0.457648349,0.996740182,2
57271,990.081,355.8043692,206.0400353,1.726870065,0.815269045,58861,270.0364827,0.669640456,0.972987207,0.734181062,0.758946506,0.006212645,0.001271455,0.575999798,0.994676809,0
40647,737.815,247.6331774,209.1588573,1.18394784,0.535347659,41105,227.4936654,0.779394846,0.988857803,0.93830364,0.918671996,0.006092287,0.002676714,0.843958236,0.999202531,3
37765,704.943,237.2047302,202.9953077,1.168523218,0.517338219,38130,219.2803945,0.783912818,0.990427485,0.954973561,0.924435168,0.006281073,0.002829564,0.854580379,0.998597014,3
45504,793.417,295.4698306,196.3118225,1.505104618,0.747372158,45972,240.7020819,0.737779075,0.98981989,0.908356725,0.814641825,0.006493272,0.001764047,0.663641303,0.998849589,1
81995,1186.252,409.0478139,255.5614799,1.600584776,0.780807517,83446,323.1087688,0.76777939,0.982611509,0.73222292,0.789904646,0.004988692,0.001198023,0.62394935,0.998683831,0
69501,998.549,382.0129886,232.6773564,1.641814204,0.793107011,70342,297.4750773,0.776243927,0.988044127,0.875915386,0.778704092,0.005496511,0.001246685,0.606380062,0.995563399,1
45919,776.844,254.5527528,229.8039285,1.107695392,0.43011257,46375,241.7972015,0.779543332,0.990167116,0.956168989,0.949890343,0.005543517,0.002783935,0.902291663,0.999464317,3
91565,1153.995,453.3610781,259.4846038,1.747159837,0.820004217,92497,341.4442545,0.785291595,0.989923998,0.864035347,0.753139762,0.004951249,0.000982645,0.567219501,0.991023131,1
37109,694.497,239.8597557,197.2022904,1.216313235,0.56926133,37419,217.3675373,0.787475596,0.991715439,0.966826103,0.906227627,0.006463655,0.002689101,0.821248512,0.998895434,3
80627,1103.644,414.0434775,250.0298178,1.6559764,0.79708029,82387,320.4020674,0.757972023,0.978637406,0.831825733,0.77383677,0.005135296,0.001135907,0.598823347,0.99163733,1
72553,1029.989,389.2478023,239.3532822,1.626248025,0.788595459,73700,303.9364221,0.784831898,0.984436906,0.859409333,0.780830156,0.005365013,0.001230203,0.609695732,0.99151648,1
34191,661.403,223.9809149,194.474673,1.1517228,0.496101592,34445,208.6464313,0.771980131,0.992625925,0.982176064,0.931536651,0.006550873,0.003042838,0.867760531,0.999419589,3
56305,928.99,367.6544209,197.9815949,1.857013128,0.84262605,57406,267.7494212,0.731670868,0.98082082,0.819850656,0.728263842,0.006529694,0.001132994,0.530368224,0.984900755,2
49235,801.151,279.1017679,224.8524408,1.241266348,0.592420569,49611,250.3756158,0.791305047,0.992421036,0.963951199,0.897076424,0.005668768,0.002264572,0.80474611,0.998904265,3
71393,1015.983,393.4260594,234.4531197,1.678058538,0.803038784,72973,301.4969168,0.779144385,0.978348156,0.869145755,0.766336925,0.005510709,0.001172374,0.587272283,0.985477269,1
71536,1020.47,341.8985225,267.1090837,1.279995865,0.624215102,72443,301.7987145,0.790260931,0.987479812,0.863244923,0.882714299,0.004779391,0.001789917,0.779184533,0.99735298,0
46028,779.483,262.7993586,223.4295487,1.176206819,0.526474991,46414,242.0840139,0.771453473,0.991683544,0.951959939,0.921174295,0.005709554,0.002536,0.848562082,0.998084506,3
75359,1046.443,395.4351708,245.0744695,1.613530662,0.784792263,76422,309.758065,0.725764201,0.986090393,0.864796327,0.783334635,0.005247352,0.001218735,0.61361315,0.990083631,1
37027,698.113,245.1813265,192.4378701,1.274080442,0.619648047,37328,217.1272452,0.78626943,0.991936348,0.95472202,0.88557823,0.00662169,0.002512212,0.784248802,0.99919606,3
68634,1007.249,385.3609988,229.4238197,1.679690449,0.803468112,70059,295.613807,0.724430559,0.979660001,0.850110704,0.767108784,0.005614724,0.001199323,0.588455886,0.988423732,1
84664,1143.2,396.7575391,272.9980833,1.453334523,0.725641632,86180,328.3253764,0.759134559,0.982408912,0.814074621,0.827521456,0.00468626,0.001355574,0.68479176,0.995231506,0
57618,957.302,389.6199391,189.4927963,2.056120057,0.873762459,58319,270.853311,0.772659613,0.987979904,0.790078258,0.695173126,0.006762122,0.00097417,0.483265675,0.993652247,2
36343,697.705,243.4098446,190.9631883,1.274642756,0.620086378,36737,215.1124003,0.786270607,0.989275118,0.938181722,0.883745687,0.006697572,0.002520034,0.781006439,0.9955042,3
37631,744.128,248.899729,192.992721,1.289684542,0.631490749,38388,218.891017,0.750353931,0.980280296,0.854004837,0.879434533,0.00661422,0.002440464,0.773405098,0.9974486,3
55272,938.937,389.9998783,180.8831036,2.15608794,0.885938373,55781,265.2819182,0.596053057,0.990875029,0.787847456,0.680210259,0.007056012,0.000931777,0.462685996,0.997591697,2
34509,668.332,230.3294856,190.9197413,1.206420478,0.559399185,34776,209.6144638,0.783654283,0.992322291,0.970862501,0.910063526,0.006674476,0.002824124,0.828215621,0.999176286,3
34053,671.582,232.4361441,186.7914403,1.24436186,0.595136326,34362,208.2249414,0.743986367,0.991007508,0.948783552,0.895837186,0.006825717,0.002711717,0.802524265,0.998630587,3
34666,681.015,225.7926672,195.8277652,1.153016616,0.497802899,35034,210.0907472,0.797799871,0.989495918,0.939291173,0.930458681,0.006513375,0.00301144,0.865753356,0.998228005,3
44192,769.732,275.9459448,204.2958668,1.350717218,0.672224446,44586,237.2066651,0.798438968,0.991163145,0.937290979,0.859612796,0.006244251,0.002103157,0.738934159,0.998091091,3
75317,1056.208,403.0190688,242.1013541,1.664670858,0.79945998,76943,309.6717339,0.781458809,0.978867473,0.84840647,0.768379856,0.005350971,0.001150578,0.590407603,0.98283433,1
52348,905.268,377.9053847,177.2423724,2.132139057,0.883191495,52753,258.1696026,0.813109661,0.992322712,0.802704356,0.683159365,0.007219099,0.000969953,0.466706718,0.995083621,2
42590,755.861,277.1569456,196.3782705,1.411342227,0.70566526,42922,232.8674993,0.692520325,0.992265039,0.936771412,0.840200843,0.006507559,0.002000462,0.705937456,0.996319342,3
46323,782.327,262.0060272,225.6030472,1.161358547,0.508502481,46742,242.8585503,0.774917194,0.991035899,0.951108151,0.926919708,0.005656068,0.002575508,0.859180145,0.997816205,3
60733,1004.11,409.1103494,189.7280564,2.156298637,0.885962097,61522,278.0785092,0.607944023,0.987175319,0.756958402,0.679715166,0.006736212,0.000886959,0.462012707,0.996237371,2
73944,1067.612,369.354891,255.9715571,1.442952862,0.720915156,75339,306.8361532,0.718796174,0.981483694,0.815240808,0.830735319,0.004995062,0.001467477,0.69012117,0.995812318,0
36740,708.732,239.5114144,195.9298588,1.222434477,0.575161681,37128,216.2841207,0.753548281,0.989549666,0.919146911,0.903022185,0.006519091,0.002673994,0.815449066,0.996833052,3
69806,1052.445,361.0514468,247.359232,1.4596239,0.728441513,71110,298.1270864,0.719093484,0.981662213,0.791961006,0.82571913,0.005172212,0.001483151,0.681812081,0.995189209,0
36609,748.431,305.3024338,153.2388004,1.992331139,0.864911383,36969,215.8981855,0.636235662,0.990262111,0.821285574,0.707161692,0.008339546,0.001286462,0.500077658,0.99632029,2
79044,1091.785,405.4557524,248.5061191,1.63157251,0.790156106,79952,317.2411489,0.791247072,0.988643186,0.833306035,0.782430998,0.005129494,0.001185874,0.612198266,0.998845862,0
35977,702.354,247.1838982,185.50147,1.332517194,0.660916598,36371,214.0264916,0.757091751,0.989167194,0.916479363,0.865859359,0.006870609,0.002382124,0.749712429,0.999004702,3
60350,965.925,390.3405338,197.8809108,1.972603281,0.861978811,61036,277.2003004,0.616999959,0.988760731,0.812831125,0.710149924,0.006467946,0.00101472,0.504312914,0.994809309,2
32849,664.105,230.7223076,181.7436855,1.269492841,0.616038378,33245,204.5107474,0.746568182,0.988088434,0.935962647,0.886393473,0.007023724,0.002674566,0.785693388,0.997432131,3
91140,1176.273,449.1867319,262.0535057,1.714103121,0.812188231,93504,340.6509241,0.787019447,0.974717659,0.82775656,0.758372632,0.004928536,0.001005607,0.575129049,0.985830497,1
39277,720.153,256.9960951,194.8667003,1.318830229,0.651966573,39599,223.6269876,0.772773777,0.991868482,0.951696834,0.870157142,0.00654317,0.002313975,0.757173452,0.998583237,3
42820,750.13,265.1422695,206.3057277,1.285191024,0.6281473,43166,233.4954332,0.802774653,0.991984432,0.956276444,0.880642055,0.006192019,0.002297258,0.77553043,0.996704747,3
42642,806.488,324.3603411,168.6206712,1.923609595,0.854253905,43163,233.009615,0.806132673,0.987929477,0.823856572,0.718366537,0.007606593,0.001249552,0.516050482,0.992679658,2
39569,726.291,258.1734881,195.817456,1.318439599,0.651705203,39908,224.456712,0.734118738,0.991505463,0.942635114,0.869402639,0.00652464,0.00229943,0.755860949,0.996557007,3
43678,766.754,266.2025458,209.7955243,1.268866658,0.615540986,44143,235.8231474,0.784404576,0.989466054,0.933599279,0.885878633,0.00609466,0.002315401,0.784780952,0.995782385,3
52150,912.208,378.8536482,175.5253317,2.158398702,0.886198144,52747,257.6808923,0.609364228,0.988681821,0.787546895,0.680159459,0.007264691,0.000959047,0.462616889,0.998511693,2
36152,694.2,248.9354742,185.0490033,1.345240827,0.668890084,36582,214.546396,0.761575732,0.988245585,0.942698842,0.861855453,0.006885801,0.002343538,0.742794822,0.999237921,3
89334,1152.216,445.9285908,256.8470289,1.7361641,0.81746208,90676,337.2589235,0.747164698,0.985200053,0.845588058,0.75630702,0.004991701,0.001007444,0.572000308,0.9930864,1
50300,891.244,362.9934357,177.6220912,2.043627756,0.872101003,50981,253.0690599,0.687618761,0.986642082,0.795764592,0.697172552,0.007216569,0.001051651,0.486049567,0.993304387,2
39509,737.717,261.8813448,192.28283,1.361959073,0.678893828,40027,224.2864712,0.773321589,0.987058735,0.912276145,0.856443102,0.006628397,0.002199796,0.733494786,0.998989879,3
48686,795.84,279.1326831,222.3941818,1.255125834,0.604331651,49041,248.9757829,0.795301959,0.992761159,0.965967315,0.891962131,0.005733325,0.002238577,0.795596444,0.99857365,3
73909,1094.529,404.1282392,233.6211914,1.729844099,0.815975293,75016,306.763527,0.770366896,0.985243148,0.775269403,0.759074713,0.005467916,0.001119798,0.576194419,0.996726516,0
59553,970.618,360.8464531,211.1895381,1.70863792,0.810844604,60682,275.3638223,0.77253269,0.981394812,0.79435901,0.763105249,0.006059249,0.001267466,0.58232962,0.994990471,0
60251,966.081,380.4323035,208.2136078,1.827125074,0.836931332,62727,276.9728431,0.799636354,0.960527365,0.811235676,0.728047646,0.006314124,0.001094289,0.530053375,0.968473812,2
36156,687.239,238.8677906,193.0761368,1.237168894,0.58877486,36461,214.5582648,0.762736536,0.991634898,0.961999059,0.898230206,0.006606588,0.002652819,0.806817503,0.998169518,3
69648,1038.597,400.3222294,224.724079,1.78139446,0.827573088,71221,297.7895025,0.780710899,0.977913818,0.811380164,0.743874511,0.005747792,0.001085624,0.553349288,0.985733356,1
47937,853.142,337.1537579,184.1836671,1.830530161,0.83759622,48712,247.0532009,0.805474342,0.984090163,0.827633517,0.732761226,0.007033268,0.001250797,0.536939014,0.98288306,2
75270,1137.956,407.2692514,235.985883,1.725820402,0.815018761,76553,309.5750968,0.716215959,0.983240369,0.730433764,0.760123912,0.005410778,0.001114236,0.577788362,0.997158943,0
70136,1030.908,396.6158929,226.0338672,1.754674633,0.821709737,70887,298.8309367,0.77050513,0.989405674,0.829298802,0.753451745,0.005654955,0.001124167,0.567689532,0.996110422,1
37211,701.519,244.6968592,194.1285942,1.260488493,0.608774618,37559,217.6660669,0.792600324,0.990734578,0.950172221,0.889533554,0.006575928,0.002539722,0.791269944,0.99738666,3
39334,714.221,241.0411743,208.2253658,1.157597555,0.503735267,39735,223.789196,0.801295632,0.989908141,0.968975389,0.928427256,0.006128062,0.002808629,0.861977169,0.997822664,3
72984,1094.517,402.662888,231.4833922,1.739489318,0.81823677,74271,304.8378502,0.675377554,0.982671568,0.765583391,0.757054746,0.005517139,0.0011179,0.573131888,0.996956796,0
35647,683.548,233.6041328,194.4070019,1.20162407,0.554465019,35993,213.0426484,0.771312965,0.99038702,0.958726687,0.911981504,0.006553262,0.002796285,0.831710264,0.999403073,3
56545,975.553,339.5660561,212.5891557,1.597287759,0.77977387,57685,268.3194552,0.792024428,0.980237497,0.746624668,0.790183384,0.006005236,0.00144418,0.62438978,0.997330152,0
76574,1077.011,418.7522476,236.7029829,1.769104228,0.824914296,78444,312.2451679,0.680162015,0.976161338,0.829565954,0.7456561,0.005468596,0.001042821,0.55600302,0.983627293,1
54486,931.932,389.0030545,178.6838967,2.177045955,0.888261546,54956,263.3889326,0.61844928,0.991447704,0.788363195,0.677087055,0.007139505,0.000925605,0.45844688,0.998059927,2
67969,1047.928,423.4514863,205.9345679,2.056242867,0.873778626,68769,294.1782089,0.717275222,0.988366851,0.777781941,0.694715259,0.006230068,0.000895158,0.482629291,0.992403037,2
71942,1028.174,398.7268526,231.2279045,1.72438899,0.814676591,72861,302.6539267,0.723355051,0.987386942,0.855183152,0.759050775,0.005542338,0.001134896,0.57615808,0.993520649,1
41169,742.126,270.2141119,194.1998311,1.391423002,0.695331964,41553,228.9497736,0.758875576,0.99075879,0.93934448,0.847290217,0.006563534,0.002086634,0.717900712,0.998903564,3
42339,741.226,260.1993305,207.3063941,1.255143777,0.604346666,42676,232.1802944,0.771202186,0.99210329,0.968387491,0.892317032,0.006145618,0.002403378,0.796229686,0.999382735,3
43015,825.521,341.4399168,161.4296819,2.115099979,0.881174656,43627,234.0264921,0.709959068,0.98597199,0.793183261,0.685410465,0.007937694,0.00108063,0.469787505,0.993647543,2
73626,1048.278,408.0943638,231.2348025,1.764848368,0.823978602,74508,306.1756599,0.702511355,0.988162345,0.841953541,0.750257017,0.005542802,0.001083302,0.562885591,0.993407717,1
96996,1203.309,469.6980157,265.4558131,1.769401883,0.824979447,98015,351.4244483,0.731614597,0.989603632,0.841800848,0.748192321,0.004842447,0.000936047,0.559791749,0.990496574,1
48487,926.765,376.123116,165.3173306,2.275158416,0.898227992,49454,248.4664279,0.586441703,0.980446476,0.709407753,0.660598664,0.007757195,0.000911245,0.436390595,0.992857735,2
93615,1163.399,438.859731,272.5946707,1.609935109,0.783697208,94533,345.2453041,0.743802638,0.990289105,0.869156402,0.786687134,0.004687921,0.001107563,0.618876647,0.996351243,1
61320,971.046,339.1516004,230.9590196,1.468449256,0.732292245,62409,279.4191276,0.770739065,0.982550594,0.817207611,0.823876777,0.005530848,0.001571884,0.678772944,0.996743625,0
33078,659.456,235.5600775,178.9312328,1.316483846,0.650391531,33333,205.2223615,0.787721471,0.992349923,0.955822961,0.871210282,0.007121352,0.002530662,0.759007355,0.999220922,3
59442,975.979,402.8874444,190.1494603,2.118793521,0.881616372,60289,275.1070792,0.732468301,0.985951003,0.784191862,0.682838552,0.006777825,0.000908955,0.466268488,0.987926652,2
53037,905.773,362.7216461,188.7973584,1.92122204,0.853860423,53893,259.8630519,0.741237142,0.984116676,0.812362885,0.716425542,0.00683903,0.00111137,0.513265557,0.986097101,2
36169,685.632,238.4565742,193.3137853,1.233520795,0.585478977,36452,214.5968338,0.79151348,0.992236366,0.966861368,0.899940941,0.006592844,0.002667526,0.809893698,0.999020718,3
50058,889.781,370.2690893,173.2543516,2.137141641,0.88377363,50675,252.4595515,0.591164071,0.987824371,0.794542445,0.681827241,0.007396801,0.0009861,0.464888386,0.993532329,2
85680,1136.21,458.7874209,240.4925432,1.907699153,0.851600315,87086,330.2895157,0.69980561,0.98385504,0.834011631,0.719918421,0.005354662,0.000887248,0.518282533,0.98872715,1
72102,1072.061,377.6167303,243.503876,1.550762708,0.764314228,73400,302.990293,0.70845206,0.982316076,0.788348383,0.802375183,0.005237257,0.00133904,0.643805934,0.998390234,0
82632,1104.57,384.8359963,275.5373077,1.396674735,0.698114313,83677,324.3614189,0.764113518,0.987511503,0.851082462,0.842856235,0.004657227,0.001449844,0.710406633,0.992206995,0
66505,1044.414,427.827107,202.1842976,2.116025388,0.881285565,68295,290.9927764,0.770634654,0.973790175,0.766158797,0.680164421,0.006433007,0.000849277,0.462623639,0.978923366,2
72849,1035.198,404.1446682,231.2032794,1.748005777,0.820197485,73725,304.5557873,0.67981523,0.988118006,0.854253192,0.753581109,0.005547704,0.001103603,0.567884488,0.992665366,1
48538,828.59,271.5869147,227.8805758,1.19179493,0.544022656,49197,248.5970656,0.74738236,0.986604874,0.888407807,0.915349938,0.005595346,0.002423011,0.837865509,0.998563865,3
38303,704.69,245.045462,199.2502046,1.229837944,0.582102717,38608,220.8368046,0.753699331,0.992100083,0.969273719,0.901207485,0.006397553,0.002603112,0.812174932,0.998843548,3
83008,1139.263,414.1048469,255.784557,1.618959533,0.786429016,84045,325.0985514,0.80023137,0.987661372,0.803677534,0.785063382,0.004988734,0.001168931,0.616324513,0.997804446,0
64412,974.54,327.9948214,250.7908825,1.307841889,0.644483258,65298,286.3772085,0.746243411,0.986431437,0.852270212,0.87311503,0.005092138,0.001825433,0.762329856,0.997006919,0
49269,895.218,364.3993881,172.8833716,2.107775807,0.880291206,49821,250.4620513,0.609704485,0.988920335,0.772548938,0.687328408,0.007396119,0.001018218,0.47242034,0.995756164,2
78095,1067.985,424.6406069,235.8402348,1.800543521,0.831591446,78888,315.3310043,0.801739095,0.989947774,0.860404726,0.742583255,0.005437488,0.001019903,0.551429891,0.992873518,1
77398,1056.265,407.9541382,242.603419,1.681567968,0.803960227,77964,313.9206815,0.799607418,0.992740239,0.871753749,0.769499932,0.005270861,0.001139976,0.592130145,0.995707085,1
56893,938.275,339.6134553,214.159517,1.5857967,0.776109749,58014,269.1438601,0.716419226,0.980677078,0.812097941,0.792500579,0.005969336,0.00145246,0.628057168,0.995970985,0
66365,1009.445,345.0726958,245.3735889,1.406315559,0.703113173,67543,290.6863299,0.793460067,0.982559259,0.818433957,0.84239157,0.005199619,0.001615129,0.709623557,0.997954649,0
38470,762.336,304.5889469,162.0116492,1.880043493,0.846805548,38914,221.3177022,0.801825837,0.988590225,0.831838836,0.726611075,0.007917571,0.001361381,0.527963654,0.992594633,2
72433,1086.063,399.849623,231.0170136,1.73082327,0.816206888,73768,303.6849683,0.707526252,0.981902722,0.771678322,0.759497948,0.005520269,0.001133043,0.576837133,0.998403134,0
68764,1045.125,354.6890078,247.5008261,1.433082117,0.716295845,69957,295.8936364,0.725060365,0.982946667,0.791105717,0.834234019,0.005158062,0.001541054,0.695946398,0.997348337,0
65806,1042.863,361.1261924,234.7003283,1.53866931,0.760009273,67326,289.4594989,0.707469683,0.977423284,0.76036276,0.801546675,0.00548774,0.001397296,0.642477073,0.988559754,0
40172,721.945,244.9037122,209.3768052,1.169679287,0.518734804,40501,226.160516,0.819736359,0.991876744,0.968556795,0.92346708,0.006096378,0.002734874,0.852791448,0.997492492,3
62321,965.024,382.5364271,208.0815251,1.838396883,0.839116214,62943,281.6905424,0.699544271,0.990118043,0.840945883,0.736375734,0.006138163,0.00111331,0.542249222,0.99686928,2
43567,753.988,262.8868698,211.4872104,1.243039091,0.593979834,43956,235.5233051,0.77115194,0.991150241,0.963027418,0.895911254,0.006034082,0.00239801,0.802656974,0.997733996,3
55617,920.148,376.490989,189.2083281,1.989822503,0.864543852,56363,266.1085563,0.785717313,0.986764367,0.825471437,0.706812551,0.006769351,0.001042183,0.499583982,0.99408345,2
72834,1078.61,364.2761238,255.115423,1.427887501,0.713814043,74384,304.5244309,0.779390048,0.979162185,0.786710852,0.835971427,0.005001457,0.001506753,0.698848226,0.997876647,0
39417,714.124,245.986065,204.3138552,1.203961742,0.55688266,39724,224.0251842,0.774674738,0.992271675,0.971283863,0.910723069,0.006240608,0.002648208,0.829416509,0.998585745,3
81272,1094.556,422.5549309,246.9473155,1.711113685,0.811455145,82543,321.681091,0.803202056,0.984601965,0.852461628,0.761276387,0.005199268,0.001077188,0.579541737,0.991661797,1
58706,952.554,376.1521502,200.3910905,1.877090191,0.846279313,59417,273.3986114,0.611852253,0.988033728,0.813042306,0.726829851,0.006407389,0.001103041,0.528281633,0.991632271,2
82870,1105.912,425.5896073,249.6607178,1.704671889,0.809860034,84088,324.8282024,0.761896881,0.985515175,0.851463551,0.763242797,0.005135629,0.001075039,0.582539568,0.993038825,1
36109,690.918,236.9183865,194.403861,1.218691776,0.57157185,36461,214.4187649,0.771559829,0.990345849,0.950544188,0.905032184,0.0065612,0.002715308,0.819083255,0.998210026,3
38747,704.737,245.5420687,201.2303264,1.220204097,0.573029088,39008,222.1130627,0.791886368,0.993309065,0.980378549,0.904582518,0.00633706,0.002617341,0.818269532,0.998455835,3
36147,710.044,241.696022,190.8682385,1.266297755,0.613488463,36675,214.531559,0.786146151,0.985603272,0.900972633,0.887608978,0.006686475,0.00256014,0.787849698,0.997652304,3
75554,1074.615,416.1357072,234.0538086,1.777948882,0.826834111,76844,310.1585733,0.763110052,0.983212743,0.822169817,0.745330352,0.005507792,0.001048462,0.555517334,0.987681423,1
37822,699.758,235.2317816,204.8814704,1.14813595,0.491323796,38130,219.4458158,0.785928019,0.991922371,0.97064095,0.932891867,0.006219443,0.002905738,0.870287235,0.999208061,3
